Sentence length,Vocabulary size,Representation dimensionality,Disentanglement,Noise ratio,Compositionality
8,68,64,1,0.01,1.0119132046822592
8,68,64,1,0.01,1.0118622983837786
8,68,64,1,0.01,1.011910344765393
8,68,64,1,0.01,1.011843515586654
8,68,64,1,0.01,1.0117337108970135
8,68,64,1,0.01,1.0119490993534486
8,68,64,1,0.01,1.011908490060583
8,68,64,1,0.01,1.0119698678170983
8,69,64,1,0.01,1.0117392050927931
8,69,64,1,0.01,1.0117762787423015
8,69,64,1,0.01,1.0117174395168902
8,69,64,1,0.01,1.011694852101972
8,69,64,1,0.01,1.0117773010375692
8,69,64,1,0.01,1.0117501811676053
8,69,64,1,0.01,1.0116421662084807
8,69,64,1,0.01,1.0118020293310837
8,69,64,1,0.01,1.0117809001440106
8,69,64,1,0.01,1.011862903121715
8,70,64,1,0.01,1.0116421325710097
8,70,64,1,0.01,1.011608209214094
8,70,64,1,0.01,1.0115682724075339
8,70,64,1,0.01,1.0115846278453355
8,70,64,1,0.01,1.0116001692767476
8,70,64,1,0.01,1.0116484458731467
8,70,64,1,0.01,1.0115840187352423
8,70,64,1,0.01,1.0116148769491524
8,70,64,1,0.01,1.0116939045487645
8,70,64,1,0.01,1.0116575695534933
8,71,64,1,0.01,1.01156728586895
8,71,64,1,0.01,1.0114790563636968
8,71,64,1,0.01,1.0114852354269837
8,71,64,1,0.01,1.0114793865422318
8,71,64,1,0.01,1.0114670090175515
8,71,64,1,0.01,1.0114785811871891
8,71,64,1,0.01,1.0113860261120253
8,71,64,1,0.01,1.011483134707335
8,71,64,1,0.01,1.011510253276042
8,71,64,1,0.01,1.0115425659123751
8,72,64,1,0.01,1.0114131495788987
8,72,64,1,0.01,1.0113683145317702
8,72,64,1,0.01,1.0113472320645203
8,72,64,1,0.01,1.0112813939042085
8,72,64,1,0.01,1.011370495400495
8,72,64,1,0.01,1.0114042648166548
8,72,64,1,0.01,1.0113097808080609
8,72,64,1,0.01,1.0113708850321166
8,72,64,1,0.01,1.011353632315742
8,72,64,1,0.01,1.0114202119099054
8,73,64,1,0.01,1.011326478871365
8,73,64,1,0.01,1.0113162241750886
8,73,64,1,0.01,1.0112956522800967
8,73,64,1,0.01,1.0112158691369229
8,73,64,1,0.01,1.0112586102622265
8,73,64,1,0.01,1.0112349197318404
8,73,64,1,0.01,1.0112381561957788
8,73,64,1,0.01,1.0112708952221166
8,73,64,1,0.01,1.0112859995191115
8,73,64,1,0.01,1.0112384343316383
8,74,64,1,0.01,1.01117336306295
8,74,64,1,0.01,1.0111939904729461
8,74,64,1,0.01,1.0111414221189667
8,74,64,1,0.01,1.0111988251772637
8,74,64,1,0.01,1.0111430199059541
8,74,64,1,0.01,1.011178845336622
8,74,64,1,0.01,1.0111425587933858
8,74,64,1,0.01,1.0111772287689025
8,74,64,1,0.01,1.011159909365429
8,74,64,1,0.01,1.0111849319968513
8,75,64,1,0.01,1.0110145288963424
8,75,64,1,0.01,1.0110771170241708
8,75,64,1,0.01,1.0109711261564818
8,75,64,1,0.01,1.011053746840035
8,75,64,1,0.01,1.0109773960604649
8,75,64,1,0.01,1.011119736362803
8,75,64,1,0.01,1.0109839528678835
8,75,64,1,0.01,1.011047606807006
8,75,64,1,0.01,1.0109783811840938
8,75,64,1,0.01,1.0110587193076224
8,76,64,1,0.01,1.0109832101935248
8,76,64,1,0.01,1.010955403474627
8,76,64,1,0.01,1.0109104906421371
8,76,64,1,0.01,1.0109135683421266
8,76,64,1,0.01,1.010931029501763
8,76,64,1,0.01,1.0109272803916105
8,76,64,1,0.01,1.010859884331224
8,76,64,1,0.01,1.0109515037393264
8,76,64,1,0.01,1.0109071476185503
8,76,64,1,0.01,1.0109654557378183
8,77,64,1,0.01,1.0108596939657561
8,77,64,1,0.01,1.0108784397644586
8,77,64,1,0.01,1.0108609717521715
8,77,64,1,0.01,1.010830937266342
8,77,64,1,0.01,1.0107948681137569
8,77,64,1,0.01,1.0108712404416287
8,77,64,1,0.01,1.0107377414267156
8,77,64,1,0.01,1.010873990834953
8,77,64,1,0.01,1.0107840633109815
8,77,64,1,0.01,1.0108793637977758
8,78,64,1,0.01,1.0107849945692728
8,78,64,1,0.01,1.0107254093605873
8,78,64,1,0.01,1.0107219642194054
8,78,64,1,0.01,1.010649256054574
8,78,64,1,0.01,1.0106687642862717
8,78,64,1,0.01,1.0106746630785013
8,78,64,1,0.01,1.0106022932364875
8,78,64,1,0.01,1.010705139387349
8,78,64,1,0.01,1.0107839925464577
8,78,64,1,0.01,1.0107312836445346
8,79,64,1,0.01,1.0106414041050666
8,79,64,1,0.01,1.0105724430767178
8,79,64,1,0.01,1.0106264207423954
8,79,64,1,0.01,1.0105966422364794
8,79,64,1,0.01,1.0105266514117952
8,79,64,1,0.01,1.01062176106402
8,79,64,1,0.01,1.0105064286604928
8,79,64,1,0.01,1.0106368547871367
8,79,64,1,0.01,1.010621592595196
8,79,64,1,0.01,1.010664150217259
8,80,64,1,0.01,1.010549378645425
8,80,64,1,0.01,1.010551692163895
8,80,64,1,0.01,1.010484693691937
8,80,64,1,0.01,1.0104670223809717
8,80,64,1,0.01,1.0104995927209393
8,80,64,1,0.01,1.0105078804478795
8,80,64,1,0.01,1.0103504371450571
8,80,64,1,0.01,1.0105842790649842
8,80,64,1,0.01,1.0105345283414797
8,80,64,1,0.01,1.0104962372314454
8,81,64,1,0.01,1.0104277118150249
8,81,64,1,0.01,1.010445536418454
8,81,64,1,0.01,1.010427513127334
8,81,64,1,0.01,1.0104007268259625
8,81,64,1,0.01,1.0103628691629054
8,81,64,1,0.01,1.0103880042268754
8,81,64,1,0.01,1.0103573257375735
8,81,64,1,0.01,1.0103510808504361
8,81,64,1,0.01,1.0104250358512332
8,81,64,1,0.01,1.0104389039107255
8,82,64,1,0.01,1.01036770635548
8,82,64,1,0.01,1.0103897955268357
8,82,64,1,0.01,1.0103045169043625
8,82,64,1,0.01,1.0102977914233329
8,82,64,1,0.01,1.0103518323056835
8,82,64,1,0.01,1.010322430250776
8,82,64,1,0.01,1.0102401969597736
8,82,64,1,0.01,1.0103063243045622
8,82,64,1,0.01,1.0103376235867358
8,82,64,1,0.01,1.0103712823248066
8,83,64,1,0.01,1.0102296010056335
8,83,64,1,0.01,1.0102563734061838
8,83,64,1,0.01,1.01027045078057
8,83,64,1,0.01,1.0101977074341046
8,83,64,1,0.01,1.0101655704552646
8,83,64,1,0.01,1.0102038272752072
8,83,64,1,0.01,1.0101936356208006
8,83,64,1,0.01,1.010208978095927
8,83,64,1,0.01,1.0102124130964099
8,83,64,1,0.01,1.010302977195701
8,84,64,1,0.01,1.010119779681734
8,84,64,1,0.01,1.0101389359332063
8,84,64,1,0.01,1.010151619236732
8,84,64,1,0.01,1.0100733631921994
8,84,64,1,0.01,1.0100849065190607
8,84,64,1,0.01,1.0101480783246026
8,84,64,1,0.01,1.0101022089966398
8,84,64,1,0.01,1.0100892384509106
8,84,64,1,0.01,1.0101020317724836
8,84,64,1,0.01,1.010215412157965
8,85,64,1,0.01,1.0101114572436776
8,85,64,1,0.01,1.0100728731520272
8,85,64,1,0.01,1.0100296249912086
8,85,64,1,0.01,1.0099965104624518
8,85,64,1,0.01,1.0099922673367958
8,85,64,1,0.01,1.0100297383818824
8,85,64,1,0.01,1.0099557338547973
8,85,64,1,0.01,1.010013211265871
8,85,64,1,0.01,1.010030330218265
8,85,64,1,0.01,1.0100898990846219
8,86,64,1,0.01,1.0099770348160706
8,86,64,1,0.01,1.0099448998556566
8,86,64,1,0.01,1.0099895311903382
8,86,64,1,0.01,1.009842835312077
8,86,64,1,0.01,1.0099502327076049
8,86,64,1,0.01,1.0099784031324193
8,86,64,1,0.01,1.009848471303149
8,86,64,1,0.01,1.0099472425020413
8,86,64,1,0.01,1.0099498874605186
8,86,64,1,0.01,1.0099997934655678
8,87,64,1,0.01,1.009877787392597
8,87,64,1,0.01,1.0099029787507234
8,87,64,1,0.01,1.0098625262805239
8,87,64,1,0.01,1.009802162992331
8,87,64,1,0.01,1.0097820736286798
8,87,64,1,0.01,1.0098814322696699
8,87,64,1,0.01,1.0098254554609563
8,87,64,1,0.01,1.0098812501274177
8,87,64,1,0.01,1.0099454129426197
8,87,64,1,0.01,1.0098824612729227
8,88,64,1,0.01,1.0098510377666952
8,88,64,1,0.01,1.0097692993252305
8,88,64,1,0.01,1.009806910663278
8,88,64,1,0.01,1.0097080658857147
8,88,64,1,0.01,1.009783946957542
8,88,64,1,0.01,1.0097657530637978
8,88,64,1,0.01,1.009680224567641
8,88,64,1,0.01,1.0097427752925
8,88,64,1,0.01,1.0098159613189497
8,88,64,1,0.01,1.0098137774092366
8,89,64,1,0.01,1.0097553701826592
8,89,64,1,0.01,1.0096802799939593
8,89,64,1,0.01,1.0097032308292508
8,89,64,1,0.01,1.0096015552007735
8,89,64,1,0.01,1.009759712672479
8,89,64,1,0.01,1.009644274998293
8,89,64,1,0.01,1.00964080023434
8,89,64,1,0.01,1.0096414427473015
8,89,64,1,0.01,1.0097379006830507
8,89,64,1,0.01,1.0097650168638554
8,90,64,1,0.01,1.0096427621175244
8,90,64,1,0.01,1.0096204554096433
8,90,64,1,0.01,1.0096912294733074
8,90,64,1,0.01,1.0095363579196488
8,90,64,1,0.01,1.0096223308216068
8,90,64,1,0.01,1.0095868023219638
8,90,64,1,0.01,1.0095513316875353
8,90,64,1,0.01,1.0096042911463916
8,90,64,1,0.01,1.0096147112155378
8,90,64,1,0.01,1.0096201934498807
8,91,64,1,0.01,1.0095024213547052
8,91,64,1,0.01,1.0095876800388617
8,91,64,1,0.01,1.0095492108708053
8,91,64,1,0.01,1.009469682462818
8,91,64,1,0.01,1.009547973907167
8,91,64,1,0.01,1.0094725132098687
8,91,64,1,0.01,1.0094221941609989
8,91,64,1,0.01,1.0094377563246695
8,91,64,1,0.01,1.0095988552578072
8,91,64,1,0.01,1.009599564381523
8,92,64,1,0.01,1.0094582356922301
8,92,64,1,0.01,1.0094560636495786
8,92,64,1,0.01,1.0094781029316056
8,92,64,1,0.01,1.009469479434774
8,92,64,1,0.01,1.0094493404359273
8,92,64,1,0.01,1.0094713677977865
8,92,64,1,0.01,1.0093998510868933
8,92,64,1,0.01,1.0093998521932286
8,92,64,1,0.01,1.0094833700047778
8,92,64,1,0.01,1.0094683655435455
8,93,64,1,0.01,1.009396594260079
8,93,64,1,0.01,1.0093589197928088
8,93,64,1,0.01,1.0093720730999163
8,93,64,1,0.01,1.009253675436599
8,93,64,1,0.01,1.00933152012304
8,93,64,1,0.01,1.0093267658617358
8,93,64,1,0.01,1.0093026248492296
8,93,64,1,0.01,1.0093578494889839
8,93,64,1,0.01,1.0094197080866625
8,93,64,1,0.01,1.0093537958331356
8,94,64,1,0.01,1.009320989976713
8,94,64,1,0.01,1.009259864834539
8,94,64,1,0.01,1.009349505059153
8,94,64,1,0.01,1.0092483528563232
8,94,64,1,0.01,1.0092431650842701
8,94,64,1,0.01,1.0093230104998487
8,94,64,1,0.01,1.009197820699899
8,94,64,1,0.01,1.0092902484591015
8,94,64,1,0.01,1.0092616904624518
8,94,64,1,0.01,1.00932264988559
8,95,64,1,0.01,1.0092761504602517
8,95,64,1,0.01,1.009219328014261
8,95,64,1,0.01,1.0092569418649808
8,95,64,1,0.01,1.00910747336885
8,95,64,1,0.01,1.0092257876978565
8,95,64,1,0.01,1.0092002220265528
8,95,64,1,0.01,1.0091852159694559
8,95,64,1,0.01,1.0092214025996036
8,95,64,1,0.01,1.009224613650043
8,95,64,1,0.01,1.0092156768835387
8,96,64,1,0.01,1.0091967827608375
8,96,64,1,0.01,1.0090960382211507
8,96,64,1,0.01,1.009159387240864
8,96,64,1,0.01,1.009081446205462
8,96,64,1,0.01,1.009052035026038
8,96,64,1,0.01,1.0091101989203484
8,96,64,1,0.01,1.009085516240424
8,96,64,1,0.01,1.0090844818198013
8,96,64,1,0.01,1.0091340137496256
8,96,64,1,0.01,1.0091375053964826
8,97,64,1,0.01,1.0090767268629206
8,97,64,1,0.01,1.0090709453547366
8,97,64,1,0.01,1.0090704210825823
8,97,64,1,0.01,1.0089806020973717
8,97,64,1,0.01,1.009098123822226
8,97,64,1,0.01,1.0089998195110401
8,97,64,1,0.01,1.0089782416719746
8,97,64,1,0.01,1.0090763983123827
8,97,64,1,0.01,1.0091549671015612
8,97,64,1,0.01,1.0091236656065874
8,98,64,1,0.01,1.009012529202862
8,98,64,1,0.01,1.0089774185424347
8,98,64,1,0.01,1.009027645847245
8,98,64,1,0.01,1.0089268604786787
8,98,64,1,0.01,1.0089787702108561
8,98,64,1,0.01,1.0089755362201864
8,98,64,1,0.01,1.0088774744928053
8,98,64,1,0.01,1.0090100939629045
8,98,64,1,0.01,1.009006511139045
8,98,64,1,0.01,1.0090571799844326
8,99,64,1,0.01,1.0089451129406655
8,99,64,1,0.01,1.0089062457312115
8,99,64,1,0.01,1.0089882239221604
8,99,64,1,0.01,1.0088511028911784
8,99,64,1,0.01,1.008964860423917
8,99,64,1,0.01,1.0089413655290222
8,99,64,1,0.01,1.0088843728815002
8,99,64,1,0.01,1.008866808202293
8,99,64,1,0.01,1.0089315616636163
8,99,64,1,0.01,1.0089565740592394
8,100,64,1,0.01,1.0088567688025383
8,100,64,1,0.01,1.00887420948522
8,100,64,1,0.01,1.0088557977826949
8,100,64,1,0.01,1.0087697916180225
8,100,64,1,0.01,1.008834275709156
8,100,64,1,0.01,1.0088291138389343
8,100,64,1,0.01,1.0088046582545027
8,100,64,1,0.01,1.008832545226684
8,100,64,1,0.01,1.0088697013942927
8,100,64,1,0.01,1.008955424915611
16,2,64,1,0.01,1.1052787122343661
16,2,64,1,0.01,1.1064578059464993
16,2,64,1,0.01,1.1052193506211825
16,2,64,1,0.01,1.1016066173119763
16,2,64,1,0.01,1.1048984489048035
16,2,64,1,0.01,1.1051848207826853
16,2,64,1,0.01,1.1051390762576336
16,2,64,1,0.01,1.1036287298421685
16,2,64,1,0.01,1.1061797666812234
16,2,64,1,0.01,1.1046425404817588
16,3,64,1,0.01,1.1347451078881863
16,3,64,1,0.01,1.134379925644871
16,3,64,1,0.01,1.1350431378788586
16,3,64,1,0.01,1.1298158201171002
16,3,64,1,0.01,1.130562084177996
16,3,64,1,0.01,1.1297539284289082
16,3,64,1,0.01,1.1318298808183143
16,3,64,1,0.01,1.1345164812769961
16,3,64,1,0.01,1.130986507380703
16,3,64,1,0.01,1.1335452738711453
16,4,64,1,0.01,1.1418322680938973
16,4,64,1,0.01,1.1417912148921734
16,4,64,1,0.01,1.1405195473810237
16,4,64,1,0.01,1.137965726591554
16,4,64,1,0.01,1.1369184127261238
16,4,64,1,0.01,1.1404336457372737
16,4,64,1,0.01,1.1407060788109096
16,4,64,1,0.01,1.1445074586192432
16,4,64,1,0.01,1.1448847930223516
16,4,64,1,0.01,1.1389393945686341
16,5,64,1,0.01,1.1441223927535153
16,5,64,1,0.01,1.1434630681335414
16,5,64,1,0.01,1.1403537036439133
16,5,64,1,0.01,1.1415352651042792
16,5,64,1,0.01,1.1364407923743969
16,5,64,1,0.01,1.1442556044332357
16,5,64,1,0.01,1.1423768267234127
16,5,64,1,0.01,1.1449258516563343
16,5,64,1,0.01,1.1451169899398406
16,5,64,1,0.01,1.141739830086398
16,6,64,1,0.01,1.1395631040847425
16,6,64,1,0.01,1.1450306841815296
16,6,64,1,0.01,1.1432217172923045
16,6,64,1,0.01,1.1410140887948714
16,6,64,1,0.01,1.1360512330311638
16,6,64,1,0.01,1.1447062674988149
16,6,64,1,0.01,1.140519289451326
16,6,64,1,0.01,1.142933445143447
16,6,64,1,0.01,1.1462042853573275
16,6,64,1,0.01,1.1429843000802542
16,7,64,1,0.01,1.1379616109182689
16,7,64,1,0.01,1.1426441918695438
16,7,64,1,0.01,1.1378309395988266
16,7,64,1,0.01,1.1344186911531653
16,7,64,1,0.01,1.137684768873243
16,7,64,1,0.01,1.1406351251075826
16,7,64,1,0.01,1.1361241518435377
16,7,64,1,0.01,1.1369294865098505
16,7,64,1,0.01,1.1392095601371723
16,7,64,1,0.01,1.1371982690536675
16,8,64,1,0.01,1.1336201732525957
16,8,64,1,0.01,1.135656285286943
16,8,64,1,0.01,1.136679147247109
16,8,64,1,0.01,1.1331208711026148
16,8,64,1,0.01,1.1320615048839673
16,8,64,1,0.01,1.1364841063159523
16,8,64,1,0.01,1.1320998491655523
16,8,64,1,0.01,1.133445123302523
16,8,64,1,0.01,1.136330418988279
16,8,64,1,0.01,1.1357119702286862
16,9,64,1,0.01,1.1294439418667976
16,9,64,1,0.01,1.1309857005747928
16,9,64,1,0.01,1.1314085159042948
16,9,64,1,0.01,1.1275982007665226
16,9,64,1,0.01,1.1275502018019525
16,9,64,1,0.01,1.1298905284767615
16,9,64,1,0.01,1.1303305850240086
16,9,64,1,0.01,1.1301017250358154
16,9,64,1,0.01,1.1317569044251845
16,9,64,1,0.01,1.1306553920374676
16,10,64,1,0.01,1.1270770873716627
16,10,64,1,0.01,1.1271217496659398
16,10,64,1,0.01,1.1249552802869396
16,10,64,1,0.01,1.125752832833382
16,10,64,1,0.01,1.1272189926401328
16,10,64,1,0.01,1.127089891868265
16,10,64,1,0.01,1.1251069849787274
16,10,64,1,0.01,1.1265613204525313
16,10,64,1,0.01,1.1279350970173476
16,10,64,1,0.01,1.1266945737709724
16,11,64,1,0.01,1.122495141020794
16,11,64,1,0.01,1.1224252776465615
16,11,64,1,0.01,1.1216092468175753
16,11,64,1,0.01,1.1222052061193992
16,11,64,1,0.01,1.1231944702760777
16,11,64,1,0.01,1.123265433654439
16,11,64,1,0.01,1.1212562390002476
16,11,64,1,0.01,1.121965132436574
16,11,64,1,0.01,1.1250520927744954
16,11,64,1,0.01,1.121658144760074
16,12,64,1,0.01,1.1186083067926569
16,12,64,1,0.01,1.1191451806647863
16,12,64,1,0.01,1.1175572920309989
16,12,64,1,0.01,1.1194515506617562
16,12,64,1,0.01,1.1187951621831094
16,12,64,1,0.01,1.1205987629364957
16,12,64,1,0.01,1.1194917543384064
16,12,64,1,0.01,1.1191478887202317
16,12,64,1,0.01,1.118974955738658
16,12,64,1,0.01,1.115004115611397
16,13,64,1,0.01,1.1135682101569475
16,13,64,1,0.01,1.1167323951258357
16,13,64,1,0.01,1.1137500714757764
16,13,64,1,0.01,1.1153681948400485
16,13,64,1,0.01,1.11402873736309
16,13,64,1,0.01,1.1157451097647988
16,13,64,1,0.01,1.1139942464428998
16,13,64,1,0.01,1.1146089015782905
16,13,64,1,0.01,1.116287089351724
16,13,64,1,0.01,1.1139101873324713
16,14,64,1,0.01,1.109631618564074
16,14,64,1,0.01,1.112726743656295
16,14,64,1,0.01,1.1115508304606383
16,14,64,1,0.01,1.110639749635916
16,14,64,1,0.01,1.1115546572334982
16,14,64,1,0.01,1.1119760622598347
16,14,64,1,0.01,1.1112682969453813
16,14,64,1,0.01,1.1116073879638226
16,14,64,1,0.01,1.1116516351150658
16,14,64,1,0.01,1.1104067847391328
16,15,64,1,0.01,1.1082087198219057
16,15,64,1,0.01,1.1089781749521468
16,15,64,1,0.01,1.1076554983034237
16,15,64,1,0.01,1.1071367660220301
16,15,64,1,0.01,1.1095047974682113
16,15,64,1,0.01,1.110814494116819
16,15,64,1,0.01,1.1067899898955278
16,15,64,1,0.01,1.1081498590807817
16,15,64,1,0.01,1.1090920414995864
16,15,64,1,0.01,1.1064311828267195
16,16,64,1,0.01,1.1047253457587953
16,16,64,1,0.01,1.104348419448705
16,16,64,1,0.01,1.1049755490694884
16,16,64,1,0.01,1.1068730554099366
16,16,64,1,0.01,1.10470606810548
16,16,64,1,0.01,1.1050225500718065
16,16,64,1,0.01,1.1050123929506508
16,16,64,1,0.01,1.1043972600858518
16,16,64,1,0.01,1.104742077403111
16,16,64,1,0.01,1.1049772669060551
16,17,64,1,0.01,1.1004277117596692
16,17,64,1,0.01,1.1010034428902282
16,17,64,1,0.01,1.10163713927062
16,17,64,1,0.01,1.1010008389457906
16,17,64,1,0.01,1.1014603660396898
16,17,64,1,0.01,1.1042238211796356
16,17,64,1,0.01,1.1008127028042611
16,17,64,1,0.01,1.1015487118400167
16,17,64,1,0.01,1.1014218325313465
16,17,64,1,0.01,1.102562327217118
16,18,64,1,0.01,1.0991492301739474
16,18,64,1,0.01,1.0997159682743258
16,18,64,1,0.01,1.0981169685011556
16,18,64,1,0.01,1.099007478241739
16,18,64,1,0.01,1.0989838640388616
16,18,64,1,0.01,1.0985533049331817
16,18,64,1,0.01,1.0984989525273607
16,18,64,1,0.01,1.098976660386754
16,18,64,1,0.01,1.099923119535044
16,18,64,1,0.01,1.0986626508030632
16,19,64,1,0.01,1.0971608698399427
16,19,64,1,0.01,1.096321178414258
16,19,64,1,0.01,1.0976206509194044
16,19,64,1,0.01,1.0948120489921354
16,19,64,1,0.01,1.0956556783452662
16,19,64,1,0.01,1.0985397524099179
16,19,64,1,0.01,1.0926493634431431
16,19,64,1,0.01,1.0964388496444186
16,19,64,1,0.01,1.095450503850967
16,19,64,1,0.01,1.096761342794807
16,20,64,1,0.01,1.0944045273830212
16,20,64,1,0.01,1.094075251518548
16,20,64,1,0.01,1.0950853018425126
16,20,64,1,0.01,1.0933608325066306
16,20,64,1,0.01,1.0943051742976702
16,20,64,1,0.01,1.094311622393694
16,20,64,1,0.01,1.0929126725422131
16,20,64,1,0.01,1.093773883527862
16,20,64,1,0.01,1.0921237126575838
16,20,64,1,0.01,1.093004521903761
16,21,64,1,0.01,1.092198400422541
16,21,64,1,0.01,1.0922380372634424
16,21,64,1,0.01,1.090802262639904
16,21,64,1,0.01,1.0915413599297132
16,21,64,1,0.01,1.0920103796532976
16,21,64,1,0.01,1.0920230745281931
16,21,64,1,0.01,1.0898202959608296
16,21,64,1,0.01,1.0917700279510163
16,21,64,1,0.01,1.0921035314200864
16,21,64,1,0.01,1.0927368806002002
16,22,64,1,0.01,1.088300931453249
16,22,64,1,0.01,1.0892927253085498
16,22,64,1,0.01,1.0901205246503674
16,22,64,1,0.01,1.0898480806571584
16,22,64,1,0.01,1.0902387415572532
16,22,64,1,0.01,1.089154212464934
16,22,64,1,0.01,1.0877198916606245
16,22,64,1,0.01,1.0902094806904892
16,22,64,1,0.01,1.0893388315618653
16,22,64,1,0.01,1.0899657775770137
16,23,64,1,0.01,1.0878439144730965
16,23,64,1,0.01,1.085782783216848
16,23,64,1,0.01,1.08738227893699
16,23,64,1,0.01,1.0878667944766955
16,23,64,1,0.01,1.0874731846004813
16,23,64,1,0.01,1.0872301774623274
16,23,64,1,0.01,1.0864380682772246
16,23,64,1,0.01,1.0859518690542256
16,23,64,1,0.01,1.0870782418846516
16,23,64,1,0.01,1.0864695614260833
16,24,64,1,0.01,1.0847645889347008
16,24,64,1,0.01,1.08424401676317
16,24,64,1,0.01,1.0849480618545004
16,24,64,1,0.01,1.0837386733405754
16,24,64,1,0.01,1.0848557250335098
16,24,64,1,0.01,1.0860373163344137
16,24,64,1,0.01,1.0845108342827523
16,24,64,1,0.01,1.084993021308902
16,24,64,1,0.01,1.0849158232792124
16,24,64,1,0.01,1.085328241911957
16,25,64,1,0.01,1.082181318030045
16,25,64,1,0.01,1.0837733709145094
16,25,64,1,0.01,1.0836915977046757
16,25,64,1,0.01,1.0821191130880468
16,25,64,1,0.01,1.0836839177035078
16,25,64,1,0.01,1.0825076440793304
16,25,64,1,0.01,1.0823340558268133
16,25,64,1,0.01,1.0828332188193504
16,25,64,1,0.01,1.0819074168513974
16,25,64,1,0.01,1.0835404180973085
16,26,64,1,0.01,1.0807955710541246
16,26,64,1,0.01,1.0803230170938085
16,26,64,1,0.01,1.081768419836752
16,26,64,1,0.01,1.0812642978770903
16,26,64,1,0.01,1.0829601105658537
16,26,64,1,0.01,1.0816131867957675
16,26,64,1,0.01,1.0819559653152935
16,26,64,1,0.01,1.0805138624209392
16,26,64,1,0.01,1.0810226986403304
16,26,64,1,0.01,1.0817207049545556
16,27,64,1,0.01,1.0788352864934854
16,27,64,1,0.01,1.0793571429931577
16,27,64,1,0.01,1.0794642041494773
16,27,64,1,0.01,1.078929565941404
16,27,64,1,0.01,1.0794709073928812
16,27,64,1,0.01,1.0809736706871171
16,27,64,1,0.01,1.0792512640268137
16,27,64,1,0.01,1.0792692129667945
16,27,64,1,0.01,1.0807142939965793
16,27,64,1,0.01,1.0805611181332557
16,28,64,1,0.01,1.0767173684876397
16,28,64,1,0.01,1.0779354173046416
16,28,64,1,0.01,1.0788002257272216
16,28,64,1,0.01,1.0780941469602208
16,28,64,1,0.01,1.0785148611471636
16,28,64,1,0.01,1.077694966471145
16,28,64,1,0.01,1.077178237370166
16,28,64,1,0.01,1.0782772872336581
16,28,64,1,0.01,1.07726420019439
16,28,64,1,0.01,1.0782709254667668
16,29,64,1,0.01,1.0752405107181784
16,29,64,1,0.01,1.0758703569688621
16,29,64,1,0.01,1.0758989776151884
16,29,64,1,0.01,1.076407636725265
16,29,64,1,0.01,1.0766724099256084
16,29,64,1,0.01,1.0772180086934895
16,29,64,1,0.01,1.07619851460823
16,29,64,1,0.01,1.0756766368143256
16,29,64,1,0.01,1.0770814515213147
16,29,64,1,0.01,1.0764668507414985
16,30,64,1,0.01,1.0745470166237971
16,30,64,1,0.01,1.074683599426383
16,30,64,1,0.01,1.0741761793180833
16,30,64,1,0.01,1.0738915775446014
16,30,64,1,0.01,1.0742237212509014
16,30,64,1,0.01,1.0753483590643362
16,30,64,1,0.01,1.073528021909973
16,30,64,1,0.01,1.0746397685584756
16,30,64,1,0.01,1.0743945887624973
16,30,64,1,0.01,1.075510707850159
16,31,64,1,0.01,1.0739578831675944
16,31,64,1,0.01,1.073034909587979
16,31,64,1,0.01,1.0737674464272104
16,31,64,1,0.01,1.0730119050944267
16,31,64,1,0.01,1.0726494888073759
16,31,64,1,0.01,1.0742490994538962
16,31,64,1,0.01,1.0709547119908045
16,31,64,1,0.01,1.074002094560825
16,31,64,1,0.01,1.0727775229214565
16,31,64,1,0.01,1.0730689801584303
16,32,64,1,0.01,1.0707507694406864
16,32,64,1,0.01,1.071855295417333
16,32,64,1,0.01,1.071790587836257
16,32,64,1,0.01,1.0718881111056695
16,32,64,1,0.01,1.0719212752247222
16,32,64,1,0.01,1.072110170499977
16,32,64,1,0.01,1.0716062252547858
16,32,64,1,0.01,1.0716914890604943
16,32,64,1,0.01,1.0716529210767212
16,32,64,1,0.01,1.0715737723731789
16,33,64,1,0.01,1.070165840341136
16,33,64,1,0.01,1.0698678682597882
16,33,64,1,0.01,1.0699213745629452
16,33,64,1,0.01,1.0696592275204606
16,33,64,1,0.01,1.0713245305860306
16,33,64,1,0.01,1.0705226134016368
16,33,64,1,0.01,1.069804042928814
16,33,64,1,0.01,1.070946859748608
16,33,64,1,0.01,1.0704824617362028
16,33,64,1,0.01,1.0702897311785942
16,34,64,1,0.01,1.0687042984032482
16,34,64,1,0.01,1.0690367295125256
16,34,64,1,0.01,1.069844897067557
16,34,64,1,0.01,1.069067869606133
16,34,64,1,0.01,1.0691189942718244
16,34,64,1,0.01,1.0691550389375772
16,34,64,1,0.01,1.068196371703175
16,34,64,1,0.01,1.0696446004718065
16,34,64,1,0.01,1.0687700410741987
16,34,64,1,0.01,1.0688207228438014
16,35,64,1,0.01,1.0675396692687416
16,35,64,1,0.01,1.0677955035801945
16,35,64,1,0.01,1.067391254297166
16,35,64,1,0.01,1.0671960238188438
16,35,64,1,0.01,1.0683437805199223
16,35,64,1,0.01,1.0677446575133245
16,35,64,1,0.01,1.0674334050220837
16,35,64,1,0.01,1.0671603231806261
16,35,64,1,0.01,1.0679350363271738
16,35,64,1,0.01,1.068525298921934
16,36,64,1,0.01,1.0668956492349768
16,36,64,1,0.01,1.0664807786272064
16,36,64,1,0.01,1.066973636217358
16,36,64,1,0.01,1.066077217005691
